SAMPLE CODE,Rugosity (m),Reef overhang,Rubble,Sand,Sand and rubble,Gaps/Holes,Abiotic (total),Lebrunia neglecta,Phymanthus crucifer,Ricordea florida,Anemone spp. ,Anemones (total),Eudistoma spp. ,Trididemnum solidum,Ascidian spp. ,Tunicata (total),CCA (total),Cyanobacteria (total),Thalassia testudinum,Seagrass (total),Amphiroa spp. ,Asparagopsis taxiformis,Asparagopsis taxiformis on Ramicrusta,Caulerpa racemosa,Caulerpa spp.  ,Caulerpa spp.  on Ramicrusta,Dichotomaria marginata,Dictyota spp. ,Dictyota spp.  on Ramicrusta,Galaxaura spp. ,Galaxaura spp.  on Ramicrusta,Gracilaria spp. ,Halimeda discoidea,Halimeda spp. ,Halimeda spp.  on Ramicrusta,Halimeda tuna,Jania spp. ,Lobophora spp. ,Lobophora variegata,Lobophora variegatus on Ramicrusta,Martensia pavonia,Padina spp. ,Sargassum hystrix,Sargassum natans,Stypopodium spp. ,Stypopodium zonale,Udotea spp.  ,Valonia ventricosa,Wrangelia bicuspidata,Macroalgae spp. ,Macroalgae (total),Ramicrusta spp. ,Peyssonnelia spp. ,Peyssonneliaceae (total),Turf (mixed) on Ramicrusta,Turf (mixed) with sediment,Turf (mixed),Turf Algae (total),Antillogorgia acerosa,Antillogorgia americana,Antillogorgia bipinnata,Antillogorgia rigida,Eunicea calyculata,Eunicea flexuosa,Eunicea mammosa,Eunicea pallida,Eunicea spp. ,Eunicea succinea,Eunicea tourneforti,Gorgonia mariae,Gorgonia ventalina,Muricea atlantica,Muricea elongata,Muricea muricata,Muricea pinnata,Muriceopsis flavida,Plexaura homomalla,Plexaura kukenthali,Plexaura spp. ,Plexaurella nutans,Pseudoplexaura flagellosa,Pseudoplexaura spp. ,Pseudoplexaura wagenaari,Pterogorgia guadalupensis,Pterogorgia spp.  ,Octocoral spp.,Octocorals (total erect),Briareum asbestinum,Erythropodium caribaeorum,Octocoral spp. (encrusting),Octocorals (total encrusting),Antillogorgia acerosa (# col.),Antillogorgia americana (# col.),Antillogorgia bipinnata (# col.),Antillogorgia spp.  (# col.)  ,Briareum asbestinum (# col.),Erythropodium caribaeorum (# col.),Eunicea asperula (# col.),Eunicea calyculata (# col.),Eunicea flexuosa (# col.),Eunicea lacinata (# col.),Eunicea laxispica (# col.),Eunicea mammosa (# col.),Eunicea spp.  (# col.),Eunicea succinea (# col.),Eunicea tourneforti (# col.),Gorgonia ventalina (# col.),Muricea atlantica (# col.),Muricea elongata (# col.),Muricea laxa (# col.),Muricea muricata (# col.),Muricea spp.  (# col).,Muriceopsis flavida (# col.),Plexaura homomalla (# col.),Plexaura kukenthali (# col.),Plexaura kuna (# col.),Plexaura spp.  (# col.),Plexaurella dichotoma (# col.),Plexaurella nutans (# col.),Plexaurella spp.  (# col.),Pseudoplexaura flagellosa (# col.),Pseudoplexaura porosa (# col.),Pterogorgia citrina (# col.),Pterogorgia guadalupensis (# col.),Pterogorgia spp.  (# col.),Octocoral (total # col.),Agelas citrina,Agelas clathrodes,Agelas conifera,Agelas dispar,Agelas sceptrum,Agelas spp. ,Agelas sventres,Agelas tubulata,Aiolochroia crassa,Amphimedon compressa,Amphimedon viridis,Aplysina archeri,Aplysina cauliformis,Aplysina fistularis,Aplysina fulva,Aplysina lacunosa,Aplysina spp. ,Biemna caribea,Biemna spp. ,Callyspongia armigera,Callyspongia fallax,Callyspongia plicifera,Callyspongia spp. ,Callyspongia tenerrima,Callyspongia vaginalis,Chondrilla caribensis,Chondrosia collectrix,Cinachyrella apion,Cinachyrella kuekenthali,Clathria spp.  ,Clathria venosa,Cliona aprica,Cliona caribbaea,Cliona delitrix,Cliona laticavicola,Cliona spp.  ,Cliona tenuis,Cliona varians,Cribrochalina vasculum,Desmapsamma spp. ,Desmapsamma anchorata,Dictyonella funicularis,Dictyonella spp. ,Diplastrella spp. ,Dragmacidon reticulatum,Dysidea etheria,Dysidea janiae,Ectyoplasia ferox,Geodia neptuni,Haliclona spp. ,Halisarca caerulea,Halisarca spp. ,Iotrochota arenosa,Iotrochota birotulata,Ircinia campana,Ircinia felix,Ircinia spp. ,Ircinia strobilina,Monanchora arbuscula,Mycale laevis,Mycale laxissima,Neofibularia nolitangere,Neopetrosia carbonaria,Neopetrosia proxima,Neopetrosia rosariensis,Neopetrosia spp. ,Niphates alba,Niphates caribica,Niphates caycedoi,Niphates digitalis,Niphates erecta,Niphates spp. ,Petrosia pellasarca,Petrosia spp. ,Petrosia weinbergi,Phorbas amaranthus,Placospherastra micraster,Plakortis angulospiculatus,Plakortis halichondrioides,Plakortis spp. ,Prosuberites laughlini,Ptilocaulis walpersii,Scopalina ruetzleri,Smenospongia aurea,Smenospongia conulosa,Spheciospongia vesparium,Spirastrella coccinea,Spirastrella hartmani,Suberea spp. ,Svenzea zeai,Tedania klausi,Topsentia ophiraphidites,Topsentia spp. ,Verongula reiswigi,Verongula rigida,Verongula spp. ,Xestospongia muta,Sponge spp. ,Sponges (total),Acropora cervicornis,Acropora palmata,Acropora prolifera,Agaricia agaricites,Agaricia grahamae,Agaricia humilis,Agaricia lamarcki,Agaricia spp.  ,Colpophyllia natans,Dendrogyra cylindrus,Dichocoenia stokesii,Diploria labyrinthiformis,Eusmilia fastigiata,Helioseris cucullata,Isophyllia rigida,Isophyllia sinuosa,Madracis auretenra,Madracis carmabi,Madracis decactis,Madracis formosa,Madracis pharensis,Madracis senaria,Madracis spp. ,Manicina areolata,Meandrina meandrites,Montastraea cavernosa,Mussa angulosa,Mycetophyllia aliciae,Mycetophyllia danaana,Mycetophyllia ferox,Mycetophyllia lamarckiana,Mycetophyllia spp. ,Oculina diffusa,Orbicella annularis,Orbicella annularis (complex),Orbicella faveolata,Orbicella franksi,Porites astreoides,Porites colonensis,Porites divaricata,Porites furcata,Porites porites,Pseudodiploria clivosa,Pseudodiploria strigosa,Scolymia cubensis,Scolymia spp. ,Siderastrea radians,Siderastrea siderea,Solenastrea bournoni,Stephanocoenia intersepta,Stony Coral spp. ,Millepora alcicornis,Millepora complanata,Millepora spp. ,Millepora squarrosa,Stylaster roseus,Stony Corals (total),Stony Corals (total # diseased col.),Stony Corals (total #col.),Partially bleached coral (total),Recently dead coral (total),Condominium spp.  ,Palythoa grandis,Palythoa caribaeorum,Zoanthids (total),,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT
1999Media Luna (Cabo Rojo)1,1.82,1.95,0,0,0,0,1.95,0,0,0,0,0,0,0,0.51,0.51,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,73.6,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41,10.41,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0.12,0,0,0,0,0,,0,,,0.72,0,0,0,1.19,0,2.12,0,0,0,5.13,0,0,0,0,0,0,0,0,10.83,,,0,0,0,0,0,0,,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,1
1999Media Luna (Cabo Rojo)2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.26,0.26,0,0,0,,,78.03,78.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,5.36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,11.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,1.14,0,0,0,0,0,0,0,,0,,,0,0,0,0,0.12,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,4.6,,,0,0,0,0,0.53,0.53,,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,2
1999Media Luna (Cabo Rojo)3,1.62,0.34,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,76.94,76.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,3.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99,12.99,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.55,0,0,0,0,0,0,0,,0,,,0,0,0,0,1.21,0,0.73,0,0,0,0.24,0,0.73,0,0,0,0,0,0,6.52,,,0,0,0,0,0,0,,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,3
1999Media Luna (Cabo Rojo)4,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,74.23,74.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,8.16,0,0,0,0.6,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,1.44,6.04,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,5.87,0,0,0,1.45,0,0,0,0,0,0,0,0,17.19,,,0,0,0,0,0,0,,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,4
1999Media Luna (Cabo Rojo)5,1.87,1.77,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,75.57,75.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,10.45,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,2.36,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,10.95,,,0,0,0,0,0,0,,1999,West,Cabo Rojo,Media Luna (Cabo Rojo),Shallow,5
1999West Reef1,5.04,9.91,0,0,12.5,0,22.41,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,53.79,53.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,6.18,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,,8.31,,,5.12,0,0,0,0.53,0,0,0,0,0,0.28,0,0,0,0,0,0.4,0,0,17.63,,,0,0,0,0,0,0,,1999,South,Ponce,West Reef,Very Shallow,1
1999West Reef2,6.24,10.8,0,0,12.72,0,23.52,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,35.62,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,,29.14,,,3.02,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,39.2,,,0,0,0,0,0,0,,1999,South,Ponce,West Reef,Very Shallow,2
1999West Reef3,6.33,6.49,0,13.84,0,0,20.33,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.8,0.8,0,0,0,,,51.19,51.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,4.04,0,0,0,0,0,0,0,1.04,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,,16.41,,,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,21.07,,,0,0,0,0,0,0,,1999,South,Ponce,West Reef,Very Shallow,3
1999West Reef4,8.39,26.86,0,2.99,0,0,29.85,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,41.54,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.07,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.47,0,0,0,0,0,0,0,1.36,8.1,0,0,0.77,0,0,0,0,0,0,1,0,0,0,0,0,0,4.51,0,0,0,0,0,0,0,,4.84,,,1.09,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,25.04,,,0,0,0,0,0,0,,1999,South,Ponce,West Reef,Very Shallow,4
1999West Reef5,7.34,12.34,0,8.13,0,0,20.47,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,53.81,53.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.94,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,,6.98,,,2.94,0,0,0,0,0,0,0,0,0,1.21,0,0,0.89,0,0,0.17,0,0,20.15,,,0,0,0,0,0,0,,1999,South,Ponce,West Reef,Very Shallow,5
1999Caña Gorda1,2.7,0.55,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.47,0.47,0,0,0,,,51.26,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09,7.09,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35,0,0,0,0,0,0,0,,4.88,,,6.46,0,0,0,0,2.2,4.8,0,0,0,0,0,0,0,0,0,0.87,0,0,31.26,,,0,0,0,0,9.13,9.13,,1999,Southwest,Guanica,Caña Gorda,Shallow,1
1999Caña Gorda2,2.75,7.06,0,3.53,0,0,10.59,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.31,0.31,0,0,0,,,57.65,57.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,4.39,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,4.86,0,0,0,0,1.1,0.44,0,,2.2,,,0,0,0,0,1.25,0,2.75,0,0,0,0.33,0,0,0,0,0,0,0,0,16.88,,,0,0,0,0,3.22,3.22,,1999,Southwest,Guanica,Caña Gorda,Shallow,2
1999Caña Gorda3,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,55.28,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.97,10.97,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,4.18,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,,5,,,5.32,0,0,0,1.27,0,4.59,0,0,0,0,0,0,0,0,0,0.9,0,0,24.21,,,0,0,0,0,5.32,5.32,,1999,Southwest,Guanica,Caña Gorda,Shallow,3
1999Caña Gorda4,3.4,9.93,0,1.87,0,0,11.8,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,44.33,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,,28.81,,,3.58,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,37.49,,,0,0,0,0,2.91,2.91,,1999,Southwest,Guanica,Caña Gorda,Shallow,4
1999Caña Gorda5,2.32,7.31,0,0.32,0,0,7.63,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,37.74,37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69,8.69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,0,,29.87,,,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.13,,,0,0,0,0,5.76,5.76,,1999,Southwest,Guanica,Caña Gorda,Shallow,5
1999Cayo Coral1,2.85,6.15,0,1.09,3.81,0,11.05,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,53.46,53.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,3.58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.04,0,0,0,0,0,0,0,0.86,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,5.84,0,0,0,0,0,0,0,,4.75,,,6.69,0,0,0,0.44,0,0.77,0,0,0,1.54,0,0,0,0,0,0,0,0,25.94,,,0,0,0,0,2.88,2.88,,1999,Southwest,Guanica,Cayo Coral,Very Shallow,1
1999Cayo Coral2,3.35,5.92,0,4.42,0,0,10.34,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,45.62,45.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,11.39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,4.04,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,6.97,0,0,0,0,0,0.84,0,,7.79,,,1.06,0,0,0,1.8,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,26.94,,,0,0,0,0,1.72,1.72,,1999,Southwest,Guanica,Cayo Coral,Very Shallow,2
1999Cayo Coral3,2.97,7.86,0,0,1.41,0,9.27,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,57.98,57.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,3.38,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.08,0,0,0,0,0,0,0,0.54,4.86,0,0,0,0,1.09,0,0,0,0,0.33,0,0,0,0,0,3.24,2.08,0,0,0,0,0,0,0,,14.65,,,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,27.2,,,0,0,0,0,1.08,1.08,,1999,Southwest,Guanica,Cayo Coral,Very Shallow,3
1999Cayo Coral4,5.23,9.19,0,2.04,0,0,11.23,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,62.05,62.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,2.69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.56,0,0,0,0,0,0,0,0.37,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,1.12,0,0,0,0,0,0,0,,8.4,,,2.56,0,0,0,0.28,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,18.38,,,0,0,0,0,2.1,2.1,,1999,Southwest,Guanica,Cayo Coral,Very Shallow,4
1999Cayo Coral5,4.4,14.86,0,0,15.49,0,30.35,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.9,0.9,0,0,0,,,43.19,43.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.76,0,0,0,0.9,0,0,0,0.39,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16.88,,,1.74,0,0,0,1.74,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,23.32,,,0,0,0,0,0,0,,1999,Southwest,Guanica,Cayo Coral,Very Shallow,5
1999Cayo Diablo (1999)1,3.87,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,58.33,58.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.43,0,0,0,10.67,0,0,0,3.03,1.73,0,0,0.71,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14.2,,,0.71,0,0,0,2.74,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,35.42,,,0,0,0,0,0.43,0.43,,1999,North/Northeast,Fajardo,Cayo Diablo (1999),Shallow,1
1999Cayo Diablo (1999)2,4.28,15.41,0,9.87,4.34,0,29.62,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,30.32,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,7.42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.47,0,0,0,0.3,0,0,0,4.34,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,5.53,0,0,0,0,0,0,0,,18.63,,,0.59,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17,,,0,0,0,0,0.98,0.98,,1999,North/Northeast,Fajardo,Cayo Diablo (1999),Shallow,2
1999Cayo Diablo (1999)3,3.89,4.25,0,18,0,0,22.25,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,39.45,39.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,5.69,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.43,0,0,0,0,0,0,0,2.02,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,,22.46,,,1.66,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,,,0,0,0,0,0,0,,1999,North/Northeast,Fajardo,Cayo Diablo (1999),Shallow,3
